psraid,sample,state,cregion,usr,pial1a,pial2,pial3a,pial3b,pial3c,employ,par,sex,age,educ2,hisp,race,inc
895,Cell,Georgia,South,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,Yes,Female,43,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000"
896,Cell,Oklahoma,South,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Female,26,High school graduate (Grade 12 with diploma or GED certificate),No,Native American/American Indian,"$20,000 to under $30,000"
897,Cell,Texas,South,Suburban,Yes,"Yes, smartphone",Have done this but not in last 30 days (VOL.),"Yes, have done this","No, have not done this",Not employed,No,Female,39,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000"
898,Cell,Pennsylvania,Northeast,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this",Cell phone is not able to do this (VOL.),Employed full-time,No,Male,53,Two year associate degree from a college or university,No,White,"$75,000 to under $100,000"
899,Cell,California,West,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","No, have not done this",Employed full-time,No,Female,58,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,Black or African-American,"$100,000 to under $150,000"
900,Cell,Nebraska,Midwest,Rural,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Female,20,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000"
901,Cell,Connecticut,Northeast,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,48,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$40,000 to under $50,000"
902,Cell,Arizona,West,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,61,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$30,000 to under $40,000"
903,Cell,North Carolina,South,Urban,Yes,"No, not a smartphone","Yes, have done this",Cell phone is not able to do this (VOL.),Cell phone is not able to do this (VOL.),Employed full-time,No,Female,59,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,Black or African-American,"$30,000 to under $40,000"
904,Cell,Washington,West,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,Yes,Female,42,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000"
905,Cell,Washington,West,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Male,55,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$75,000 to under $100,000"
906,Cell,Florida,South,Suburban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","No, have not done this",Employed full-time,Yes,Male,30,"Some college, no degree (includes some community college)",No,White,"$40,000 to under $50,000"
907,Cell,Alabama,South,Rural,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","Yes, have done this",Employed part-time,No,Female,21,"Some college, no degree (includes some community college)",Yes,Other (SPECIFY),"$10,000 to under $20,000"
908,Cell,California,West,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Female,86,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,(DO NOT READ) Donêt know/Refused,(DO NOT READ) Donêt know/Refused
909,Cell,Arkansas,South,Rural,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed full-time,No,Male,22,"Some college, no degree (includes some community college)",No,White,"$40,000 to under $50,000"
910,Cell,Indiana,Midwest,Rural,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Not employed,No,Male,22,"Some college, no degree (includes some community college)",No,Other (SPECIFY),"$100,000 to under $150,000"
911,Cell,Texas,South,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,No,Male,67,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",Yes,Other (SPECIFY),"Less than $10,000"
912,Cell,Florida,South,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,82,Two year associate degree from a college or university,No,White,"$30,000 to under $40,000"
913,Cell,Georgia,South,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","Yes, have done this",Employed full-time,Yes,Male,37,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000"
914,Cell,Missouri,Midwest,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Male,23,"Some college, no degree (includes some community college)",No,White,(DO NOT READ) Donêt know/Refused
915,Cell,Washington,West,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","No, have not done this",Not employed,No,Male,29,"Some college, no degree (includes some community college)",No,White,(DO NOT READ) Donêt know/Refused
916,Cell,Texas,South,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this",Cell phone is not able to do this (VOL.),Employed full-time,Yes,Male,47,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000"
917,Cell,Wisconsin,Midwest,Rural,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed part-time,No,Male,18,High school graduate (Grade 12 with diploma or GED certificate),No,White,(DO NOT READ) Donêt know/Refused
918,Cell,Wisconsin,Midwest,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,72,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000"
919,Cell,Illinois,Midwest,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,57,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000"
920,Cell,Kansas,Midwest,Urban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Not employed,No,Male,19,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,Black or African-American,"Less than $10,000"
921,Cell,Texas,South,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,No,Male,18,"Some college, no degree (includes some community college)",No,Asian or Pacific Islander,"$75,000 to under $100,000"
922,Cell,Colorado,West,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,55,Two year associate degree from a college or university,No,White,"$150,000 or over"
923,Cell,California,West,Urban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","No, have not done this",Employed full-time,Yes,Male,46,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Asian or Pacific Islander,"$30,000 to under $40,000"
924,Cell,New York,Northeast,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,55,High school graduate (Grade 12 with diploma or GED certificate),No,White,(DO NOT READ) Donêt know/Refused
925,Cell,New York,Northeast,Urban,Yes,"Yes, smartphone","No, have not done this",(DO NOT READ) Refused,(DO NOT READ) Refused,Employed part-time,No,Male,32,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000"
926,Cell,New Hampshire,Northeast,Rural,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","No, have not done this",Employed full-time,No,Male,62,Two year associate degree from a college or university,No,White,"$75,000 to under $100,000"
927,Cell,Connecticut,Northeast,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,50,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000"
928,Cell,New York,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","No, have not done this",Employed full-time,No,Female,21,"Some college, no degree (includes some community college)",No,Asian or Pacific Islander,"$30,000 to under $40,000"
929,Cell,Washington,West,Rural,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","Yes, have done this",Employed full-time,No,Male,37,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$75,000 to under $100,000"
930,Cell,Pennsylvania,Northeast,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Female,56,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$100,000 to under $150,000"
931,Cell,Vermont,Northeast,Rural,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Female,48,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$30,000 to under $40,000"
932,Cell,New Jersey,Northeast,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,Yes,Female,34,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000"
933,Cell,New York,Northeast,Suburban,Yes,"No, not a smartphone","Yes, have done this","Yes, have done this","No, have not done this",Employed full-time,No,Male,64,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000"
934,Cell,Florida,South,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,23,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,(DO NOT READ) Donêt know/Refused
935,Cell,Maryland,South,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,Yes,Female,37,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000"
936,Cell,Maine,Northeast,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Female,52,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000"
937,Cell,Tennessee,South,Rural,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,57,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$75,000 to under $100,000"
938,Cell,North Carolina,South,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Female,65,Two year associate degree from a college or university,No,White,(DO NOT READ) Donêt know/Refused
939,Cell,Florida,South,Urban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,29,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000"
